,TotalCharges,tenure,MonthlyCharges,MultipleLines_No phone service,SeniorCitizen,Contract_One year,PaymentMethod_Credit card (automatic),InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Mailed check,Contract_Two year,Churn,OnlineSecurity_Yes,TechSupport_Yes
3184,5894.5,71,83.3,0,0,0,1,0,0,0,1,0,0,1
3185,25.05,1,25.05,1,1,0,0,0,0,1,0,1,0,0
3186,1160.75,58,20.3,0,0,0,1,1,0,0,1,0,0,0
3187,3091.75,34,89.85,0,0,0,0,0,0,0,0,0,0,0
3188,365.55,8,49.85,0,0,0,0,0,0,0,0,1,1,0
3189,272.95,15,19.8,0,0,0,0,1,0,1,0,0,0,0
3190,3632.0,66,54.65,1,0,0,0,0,1,0,1,0,0,1
3191,381.2,12,29.35,1,1,0,1,0,0,0,0,0,0,0
3192,1035.5,58,19.15,0,0,0,0,1,1,0,1,0,0,0
3193,52.0,3,19.1,0,0,0,0,1,0,1,1,0,0,0
3194,2342.2,43,55.55,1,1,0,1,0,0,0,0,1,0,0
3195,653.9,9,80.55,0,0,0,0,0,0,0,0,0,0,0
3196,71.2,3,20.25,0,0,1,0,1,0,1,0,0,0,0
3197,1498.2,22,69.5,0,0,1,0,0,1,0,0,1,0,0
3198,4178.65,40,106.0,0,0,1,0,0,1,0,0,0,0,0
3199,1821.8,68,25.5,0,0,0,0,1,1,0,1,0,0,0
3200,5278.15,54,104.3,0,0,0,0,0,0,0,0,1,0,0
3201,4024.2,50,79.6,0,0,0,0,0,0,1,1,0,0,1
3202,55.25,1,55.25,0,0,0,0,0,0,0,0,0,0,0
3203,6520.8,72,88.05,0,0,0,0,0,1,0,1,0,1,1
3204,854.9,40,20.4,0,0,1,0,1,1,0,0,0,0,0
3205,8308.9,72,117.6,0,0,0,0,0,1,0,1,0,1,1
3206,109.2,6,20.0,0,0,0,0,1,0,1,0,0,0,0
3207,92.05,5,19.65,0,0,0,1,1,0,0,0,0,0,0
3208,3420.5,48,70.55,0,0,1,1,0,0,0,0,0,0,0
3209,93.85,1,93.85,0,0,0,0,0,0,0,0,1,0,0
3210,4068.0,64,65.8,0,0,1,0,0,0,1,0,0,1,1
3211,337.9,17,20.05,0,0,1,1,1,0,0,0,0,0,0
3212,3168.75,40,80.0,0,0,0,0,0,0,0,0,0,0,0
3213,1412.4,41,35.4,1,0,1,1,0,0,0,0,0,1,0
3214,3974.7,51,79.6,0,1,1,0,0,1,0,0,0,0,0
3215,3439.0,41,80.25,0,0,0,0,0,0,0,0,0,0,0
3216,50.45,1,50.45,0,0,0,0,0,0,1,0,1,0,0
3217,42.45,2,20.45,0,0,0,0,1,0,1,0,0,0,0
3218,5461.45,68,79.6,0,0,1,1,0,0,0,0,0,0,0
3219,571.75,24,24.7,0,0,0,0,1,0,1,1,0,0,0
3220,5498.2,70,77.3,0,0,0,1,0,0,0,1,0,1,1
3221,96.85,3,29.75,1,0,0,0,0,0,0,0,0,0,1
3222,111.05,2,44.9,0,0,0,0,0,1,0,0,0,0,0
3223,94.4,3,29.8,1,0,0,1,0,0,0,0,0,0,0
3224,521.1,7,74.65,0,0,0,0,0,0,0,0,1,0,1
3225,923.85,13,71.95,0,0,0,0,0,0,0,0,0,1,0
3226,141.1,7,20.75,0,0,0,0,1,0,1,0,0,0,0
3227,628.65,12,56.3,0,0,0,0,0,0,1,0,0,0,0
3228,5576.3,53,105.25,0,0,1,0,0,0,0,0,0,0,0
3229,1046.1,12,94.2,0,0,0,0,0,0,0,0,1,0,0
3230,1245.6,63,19.55,0,0,0,0,1,0,1,1,0,0,0
3231,1287.85,15,84.45,0,0,0,0,0,0,1,0,0,1,1
3232,1939.35,36,53.65,0,0,1,0,0,0,1,0,0,1,0
3233,118.25,4,29.9,1,1,0,0,0,0,0,0,0,0,0
3234,452.55,24,19.7,0,0,0,0,1,0,1,1,0,0,0
3235,2696.55,61,43.7,1,0,1,1,0,0,0,0,0,1,1
3236,875.35,16,55.3,0,0,0,0,0,0,0,0,0,0,0
3237,1267.05,65,19.85,0,0,0,1,1,0,0,1,0,0,0
3238,494.9,26,19.65,0,0,0,1,1,0,0,1,0,0,0
3239,799.0,16,49.45,0,0,0,0,0,0,1,0,0,0,1
3240,5763.3,54,106.55,0,0,1,0,0,1,0,0,1,1,0
3241,20.1,1,20.1,0,0,0,0,1,0,1,0,1,0,0
3242,106.9,5,20.45,0,0,0,0,1,0,1,1,0,0,0
3243,710.05,19,39.7,1,0,0,0,0,0,0,0,0,0,0
3244,568.2,10,54.5,0,0,0,1,0,0,0,0,0,1,0
3245,1900.25,23,83.8,0,0,0,0,0,0,0,0,1,0,1
3246,159.15,3,55.15,0,0,0,0,0,0,1,0,1,0,0
3247,8012.75,72,111.6,0,0,0,0,0,1,0,1,0,0,1
3248,856.65,10,86.65,0,1,0,0,0,0,0,0,1,0,0
3249,551.3,10,55.55,0,0,0,0,0,0,1,0,0,0,0
3250,184.95,11,20.55,0,0,1,0,1,0,1,0,0,0,0
3251,4056.75,37,106.75,0,1,0,0,0,1,0,0,1,1,0
3252,1096.65,17,62.1,0,0,1,0,0,0,1,0,0,1,1
3253,3684.95,36,104.5,0,0,0,1,0,0,0,0,0,1,0
3254,1752.45,17,101.8,0,1,0,0,0,0,0,0,0,0,0
3255,7210.85,66,110.6,0,1,1,1,0,0,0,0,0,1,1
3256,5264.5,61,84.9,0,0,1,0,0,1,0,0,0,1,1
3257,2157.3,22,93.2,0,0,0,0,0,0,1,0,0,0,0
3258,24.4,1,24.4,1,0,0,0,0,0,0,0,0,0,0
3259,433.95,6,70.55,0,0,0,1,0,0,0,0,0,0,0
3260,2435.15,31,78.45,0,0,0,0,0,0,0,0,1,0,1
3261,5607.75,68,85.0,0,0,0,1,0,0,0,1,0,1,1
3262,2874.15,34,87.45,0,0,0,0,0,0,0,0,1,0,0
3263,4433.3,52,85.8,0,0,0,0,0,1,0,0,0,0,1
3264,964.35,10,91.1,0,0,0,0,0,0,0,0,0,0,1
3265,1974.8,29,70.75,0,0,0,0,0,0,0,0,1,0,0
3266,1460.85,72,20.1,0,0,0,0,1,1,0,1,0,0,0
3267,951.55,47,20.05,0,0,1,0,1,0,1,0,0,0,0
3268,1821.2,24,74.8,0,0,1,0,0,0,1,0,0,1,0
3269,1600.95,65,24.8,0,0,1,1,1,0,0,0,0,0,0
3270,399.25,4,100.85,0,0,0,0,0,0,1,0,0,0,1
3271,1218.55,12,101.35,0,1,0,0,0,0,0,0,1,0,0
3272,81.7,1,81.7,0,0,0,0,0,0,0,0,1,1,0
3273,2171.15,33,68.25,0,0,0,0,0,0,0,0,1,0,0
3274,3634.8,34,105.1,0,0,0,0,0,0,0,0,0,0,1
3275,292.4,14,20.4,0,0,0,0,1,0,1,1,0,0,0
3276,317.25,4,79.15,0,0,0,0,0,0,0,0,1,0,0
3277,218.55,13,20.0,0,0,1,0,1,0,1,0,0,0,0
3278,5071.9,65,79.4,0,0,0,0,0,1,0,1,0,0,1
3279,1423.35,23,57.2,0,0,1,1,0,0,0,0,0,1,1
3280,3068.6,55,58.6,0,0,0,0,0,0,0,1,0,1,0
3281,4690.65,49,94.8,0,0,0,0,0,0,0,1,0,0,0
3282,6157.6,60,102.5,0,0,1,0,0,1,0,0,0,0,0
3283,1442.65,69,20.35,0,0,1,1,1,0,0,0,0,0,0
3284,3369.05,40,84.9,0,0,0,0,0,0,0,0,0,0,0
3285,4671.65,67,69.2,0,0,0,1,0,0,0,1,0,1,1
3286,3474.05,35,95.45,0,1,0,0,0,0,0,0,1,0,0
3287,1875.55,19,100.95,0,0,1,0,0,0,0,0,1,0,1
3288,272.35,13,20.85,0,0,0,0,1,0,1,1,0,0,0
3289,3645.05,41,88.5,0,0,0,0,0,1,0,0,0,0,0
3290,135.75,4,35.0,1,0,0,0,0,0,1,0,0,1,0
3291,1319.85,24,55.15,0,0,0,0,0,0,0,0,0,1,1
3292,229.4,5,50.95,1,0,0,1,0,0,0,0,0,0,0
3293,370.25,5,64.0,0,0,0,0,0,0,0,0,0,0,0
3294,69.1,1,69.1,0,0,0,0,0,0,1,0,1,0,0
3295,5714.2,72,80.2,0,0,0,0,0,1,0,1,0,1,1
3296,1233.25,24,49.3,0,0,0,1,0,0,0,0,0,0,0
3297,3571.6,42,84.35,0,0,0,1,0,0,0,1,0,1,1
3298,83.3,4,20.05,0,0,0,0,1,0,1,0,0,0,0
3299,8035.95,68,117.2,0,0,1,1,0,0,0,0,0,1,1
3300,579.4,33,20.1,0,0,1,0,1,0,1,0,0,0,0
3301,69.6,1,69.6,0,1,0,0,0,0,0,0,1,0,0
3302,3066.45,31,103.45,0,0,1,0,0,0,0,0,1,0,0
3303,305.55,4,77.95,0,0,0,0,0,1,0,0,1,0,0
3304,7634.25,69,109.95,0,1,0,0,0,0,0,1,0,0,1
3305,3653.0,38,94.75,0,1,0,0,0,0,0,0,0,0,0
3306,241.3,3,80.0,0,0,0,0,0,0,0,0,0,0,1
3307,3870.3,48,79.65,0,0,0,0,0,0,0,1,0,0,1
3308,387.9,15,25.2,0,0,0,0,1,0,1,1,0,0,0
3309,527.5,25,19.9,0,0,1,1,1,0,0,0,0,0,0
3310,78.45,1,78.45,0,1,0,0,0,0,0,0,1,0,0
3311,2104.55,48,44.8,1,0,0,0,0,0,0,0,0,1,0
3312,20.3,1,20.3,0,0,0,0,1,0,1,0,0,0,0
3313,19.2,1,19.2,0,0,0,0,1,0,0,0,0,0,0
3314,3019.1,37,80.05,0,0,1,0,0,0,0,0,0,0,0
3315,7051.95,66,107.35,0,1,1,0,0,1,0,0,0,0,1
3316,1190.5,26,47.85,1,0,1,0,0,1,0,0,0,1,0
3317,4448.8,63,70.8,0,0,1,1,0,0,0,0,0,1,1
3318,255.25,10,29.5,1,0,0,0,0,0,1,0,1,0,0
3319,146.9,2,70.75,0,0,0,0,0,0,0,0,1,1,0
3320,1011.05,18,59.1,0,1,0,1,0,0,0,0,0,1,0
3321,1714.95,64,25.55,0,0,0,0,1,0,1,1,0,0,0
3322,762.5,9,84.45,0,1,0,0,0,0,0,0,1,0,0
3323,535.35,28,20.25,0,0,0,0,1,0,1,0,0,0,0
3324,75.55,1,75.55,0,0,0,0,0,0,0,0,0,0,0
3325,338.9,4,85.65,0,0,0,0,0,0,0,0,1,0,0
3326,2497.35,38,70.15,0,1,1,1,0,0,0,0,1,0,1
3327,6273.4,66,95.3,0,0,1,0,0,0,0,0,0,0,0
3328,70.25,1,70.25,0,0,0,0,0,0,0,0,0,0,0
3329,908.75,18,50.3,0,0,0,0,0,0,1,0,0,0,1
3330,4913.3,51,97.8,0,1,0,0,0,0,0,0,1,0,0
3331,2283.3004408418656,0,19.85,0,0,0,0,1,0,1,1,0,0,0
3332,46.3,1,46.3,0,0,0,0,0,0,1,0,1,0,0
3333,212.3,12,19.35,0,0,0,0,1,1,0,1,0,0,0
3334,4443.45,41,106.3,0,0,0,0,0,0,0,0,1,0,0
3335,316.2,12,25.0,0,0,0,0,1,0,0,0,0,0,0
3336,1079.05,55,20.3,0,0,0,0,1,0,1,1,0,0,0
3337,564.65,7,75.35,0,0,0,0,0,0,0,0,0,0,0
3338,1095.65,12,89.4,0,0,0,0,0,0,0,0,1,0,1
3339,6161.9,68,88.0,0,0,0,1,0,0,0,1,0,1,1
3340,446.05,5,83.15,0,1,0,1,0,0,0,0,1,0,0
3341,2106.05,49,43.8,0,1,0,0,0,0,1,0,0,0,0
3342,2511.55,40,62.05,1,0,1,1,0,0,0,0,0,1,0
3343,318.6,16,20.1,0,0,1,0,1,1,0,0,0,0,0
3344,811.8,10,74.15,0,0,0,0,0,0,1,0,1,0,0
3345,7323.15,72,101.35,0,0,1,0,0,0,0,0,0,0,0
3346,186.05,2,84.05,0,1,0,0,0,0,0,0,0,0,0
3347,454.0,23,20.9,0,0,0,0,1,0,1,1,0,0,0
3348,7521.95,71,105.9,0,1,1,0,0,0,0,0,0,0,0
3349,1056.95,11,99.5,0,0,0,0,0,0,0,0,1,0,0
3350,44.15,1,44.15,0,0,0,0,0,0,1,0,1,0,0
3351,834.15,16,53.9,0,0,0,0,0,0,1,0,1,0,1
3352,85.45,1,85.45,0,0,0,0,0,0,1,0,1,0,0
3353,999.8,12,85.05,0,0,0,1,0,0,0,0,0,0,0
3354,2369.7,54,44.1,1,0,1,0,0,1,0,0,0,1,1
3355,6297.65,68,90.2,0,0,0,1,0,0,0,1,0,0,1
3356,239.55,4,50.85,0,0,0,0,0,0,1,0,1,0,0
3357,59.2,1,59.2,0,0,0,0,0,0,0,0,1,0,0
3358,1461.45,27,53.45,0,0,0,0,0,0,1,0,0,1,1
3359,416.4,21,19.95,0,0,0,0,1,0,1,0,0,0,0
3360,1060.6,13,83.2,0,0,0,0,0,0,0,0,1,0,0
3361,4869.35,64,74.65,0,1,0,1,0,0,0,0,0,0,1
3362,54.9,1,54.9,0,0,0,0,0,0,0,0,1,1,0
3363,3265.95,57,57.5,1,0,0,0,0,1,0,1,0,0,1
3364,2254.2,21,103.9,0,0,0,0,0,0,0,0,1,1,0
3365,358.15,19,19.65,0,0,0,0,1,0,1,1,0,0,0
3366,2939.8,31,93.8,0,0,1,0,0,0,0,0,0,0,0
3367,4652.4,52,89.25,0,0,0,0,0,0,1,1,0,1,1
3368,4408.45,46,94.15,0,0,1,0,0,0,0,0,0,0,0
3369,580.8,11,55.6,0,1,0,0,0,0,0,0,0,1,0
3370,2495.2,53,48.7,1,0,0,0,0,1,0,0,0,1,0
3371,180.3,11,19.25,0,0,0,0,1,0,1,0,1,0,0
3372,5913.95,57,104.9,0,1,0,0,0,1,0,0,0,0,1
3373,158.4,2,75.45,0,1,0,0,0,0,1,0,1,0,0
3374,104.2,2,54.85,0,1,0,0,0,0,1,0,1,1,0
3375,1389.35,71,19.9,0,0,0,0,1,1,0,1,0,0,0
3376,19.4,1,19.4,0,0,0,0,1,0,1,0,0,0,0
3377,1629.2,68,25.05,0,0,0,1,1,0,0,1,0,0,0
3378,6033.1,72,84.45,0,0,0,0,0,0,1,1,0,1,1
3379,44.4,2,19.3,0,0,0,0,1,0,1,0,0,0,0
3380,95.1,1,95.1,0,1,0,0,0,0,0,0,1,0,0
3381,3320.75,41,79.85,0,0,1,0,0,1,0,0,0,1,1
3382,1867.7,72,25.55,0,0,0,1,1,0,0,1,0,0,0
3383,438.0,6,75.5,0,0,0,0,0,0,0,0,1,0,0
3384,325.45,4,73.75,0,0,0,0,0,0,0,0,1,0,0
3385,1148.1,12,96.05,0,0,0,0,0,0,0,0,1,0,0
3386,3972.25,58,68.4,0,0,1,0,0,0,0,0,0,1,1
3387,155.9,7,20.65,0,0,0,0,1,0,1,0,0,0,0
3388,3673.15,65,55.15,0,0,0,0,0,0,1,0,0,1,0
3389,70.6,1,70.6,0,0,0,0,0,0,1,0,0,0,0
3390,1126.75,56,19.95,0,0,1,1,1,0,0,0,0,0,0
3391,73.45,4,19.0,0,0,0,0,1,0,1,0,0,0,0
3392,2413.05,58,44.1,0,0,1,0,0,0,1,0,0,0,0
3393,6912.7,62,107.6,0,0,0,0,0,1,0,1,0,0,1
3394,1581.95,26,61.55,0,0,1,0,0,0,0,0,0,1,0
3395,5586.45,62,90.7,0,0,0,0,0,1,0,0,0,1,0
3396,5846.65,58,99.25,0,0,1,1,0,0,0,0,0,1,0
3397,6424.7,68,91.7,0,0,0,0,0,0,0,1,0,1,1
3398,6018.65,61,100.7,0,0,1,1,0,0,0,0,0,1,0
3399,3373.4,42,78.45,0,0,0,1,0,0,0,1,0,0,1
3400,1537.9,18,84.3,0,0,0,0,0,1,0,0,0,0,0
3401,1080.55,56,19.55,0,0,0,0,1,1,0,1,0,0,0
3402,355.2,4,88.95,0,0,0,0,0,0,0,0,1,0,0
3403,82.85,4,20.45,0,0,0,1,1,0,0,0,0,0,0
3404,2016.45,35,55.6,0,0,1,1,0,0,0,0,0,1,0
3405,5327.25,64,86.8,0,0,0,0,0,1,0,0,0,1,1
3406,683.25,31,20.95,0,0,1,0,1,0,1,0,0,0,0
3407,1263.05,67,20.05,0,1,0,0,1,1,0,1,0,0,0
3408,151.3,4,50.7,0,0,0,1,0,0,0,0,1,0,0
3409,7714.65,70,113.65,0,1,0,0,0,0,0,1,0,1,1
3410,188.7,3,53.4,0,0,0,1,0,0,0,0,1,0,0
3411,5549.4,53,101.9,0,1,0,0,0,0,0,0,1,0,0
3412,130.5,2,59.5,0,0,0,0,0,0,1,1,0,1,1
3413,2621.75,29,87.8,0,0,0,1,0,0,0,0,0,0,0
3414,1875.25,47,41.9,1,0,0,0,0,0,1,1,0,1,1
3415,5685.8,68,83.0,0,0,1,0,0,0,0,0,1,0,0
3416,837.5,12,69.85,0,0,0,0,0,0,1,0,0,1,0
3417,401.5,8,56.3,0,0,0,0,0,1,0,0,0,0,1
3418,6118.95,54,109.55,0,0,0,0,0,0,0,0,0,1,0
3419,6480.9,69,92.15,0,0,0,0,0,0,1,1,0,0,1
3420,1800.05,26,69.5,0,0,0,0,0,1,0,0,0,1,0
3421,7104.2,72,97.0,0,0,0,0,0,1,0,1,0,1,1
3422,4214.25,70,58.35,1,0,0,0,0,1,0,1,0,1,1
3423,50.6,1,50.6,0,0,0,0,0,0,1,0,1,1,0
3424,863.1,10,89.5,0,0,0,0,0,0,0,0,1,0,0
3425,1992.2,28,70.4,0,0,1,0,0,1,0,0,0,0,0
3426,69.8,1,69.8,0,0,0,0,0,0,0,0,1,0,0
3427,1948.35,21,94.3,0,0,0,0,0,0,0,0,0,0,0
3428,4750.95,51,93.8,0,1,0,0,0,1,0,0,1,1,0
3429,1007.9,53,19.55,0,0,1,0,1,1,0,0,0,0,0
3430,5036.9,53,95.95,0,0,1,0,0,0,0,0,0,1,0
3431,2391.8,24,101.05,0,0,0,0,0,0,0,0,1,0,0
3432,6859.05,70,94.8,0,0,0,1,0,0,0,1,0,1,1
3433,6521.9,61,107.75,0,0,1,0,0,0,0,0,0,1,0
3434,617.85,11,54.6,0,0,1,0,0,0,1,0,0,1,1
3435,157.75,2,71.3,0,0,0,1,0,0,0,0,0,0,0
3436,516.3,25,19.5,0,0,1,0,1,1,0,0,0,0,0
3437,2364.0,41,56.3,0,0,1,1,0,0,0,0,0,0,0
3438,1687.95,18,94.7,0,0,0,0,0,0,0,0,1,0,0
3439,7689.95,72,104.15,0,1,0,0,0,1,0,1,1,0,0
3440,6239.05,71,90.55,0,0,0,1,0,0,0,1,0,1,1
3441,2042.05,34,60.8,0,0,1,0,0,0,1,0,0,1,0
3442,2807.1,29,98.8,0,0,0,1,0,0,0,0,0,0,1
3443,4116.8,40,98.15,0,1,1,1,0,0,0,0,0,1,1
3444,1317.95,36,35.35,1,0,1,0,0,0,1,0,0,1,0
3445,4594.65,46,103.15,0,0,1,0,0,0,0,0,0,0,1
3446,6332.75,58,107.75,0,0,1,0,0,0,0,0,0,1,0
3447,3213.75,39,81.4,0,0,1,1,0,0,0,0,0,0,0
3448,229.55,4,61.45,0,0,0,1,0,0,0,0,1,0,1
3449,4976.15,52,95.7,0,0,1,1,0,0,0,0,0,0,0
3450,7308.95,70,104.8,0,1,1,0,0,0,0,0,0,0,0
3451,4555.2,65,70.95,0,1,1,0,0,1,0,0,0,0,0
3452,44.95,1,44.95,0,0,0,0,0,0,1,0,0,0,0
3453,6982.5,70,97.65,0,0,1,0,0,0,0,0,0,0,0
3454,1025.15,29,35.65,1,1,0,0,0,0,1,0,0,0,0
3455,90.55,1,90.55,0,0,0,0,0,0,0,0,1,0,0
3456,5714.2,67,85.25,0,0,0,0,0,0,1,1,0,1,1
3457,19.5,1,19.5,0,0,0,0,1,0,1,0,0,0,0
3458,2274.35,26,88.8,0,0,0,0,0,1,0,0,1,0,0
3459,789.55,30,25.1,0,0,0,0,1,0,1,1,0,0,0
3460,4834.0,48,100.05,0,0,0,1,0,0,0,0,0,0,1
3461,3131.8,55,55.7,0,0,0,0,0,0,0,0,0,1,0
3462,602.55,7,85.2,0,0,0,0,0,0,1,0,1,0,0
3463,3369.25,37,91.15,0,0,0,0,0,0,0,0,0,1,0
3464,2674.15,31,83.85,0,0,0,0,0,1,0,0,0,0,0
3465,199.75,4,45.9,0,0,0,0,0,0,0,0,0,0,0
3466,1790.8,72,25.1,0,0,0,1,1,0,0,1,0,0,0
3467,449.75,5,91.4,0,1,0,0,0,0,0,0,1,0,0
3468,19.7,1,19.7,0,0,0,0,1,0,1,0,0,0,0
3469,1400.3,15,91.5,0,1,0,0,0,0,0,0,0,0,0
3470,411.6,8,51.3,0,0,0,1,0,0,0,0,0,1,0
3471,741.0,35,21.1,0,0,1,0,1,0,1,0,0,0,0
3472,5841.35,56,104.75,0,1,0,0,0,0,0,0,0,0,0
3473,4512.7,42,106.15,0,0,0,0,0,1,0,0,1,0,1
3474,5688.45,65,85.75,0,1,0,0,0,0,0,0,0,1,0
3475,31.9,2,20.3,0,0,1,0,1,0,1,0,0,0,0
3476,6674.65,65,100.75,0,1,1,0,0,0,0,0,0,1,0
3477,1345.75,18,74.15,0,0,0,0,0,0,0,0,0,0,0
3478,1843.05,23,78.55,0,0,1,0,0,0,0,0,0,1,0
3479,196.95,4,45.3,0,0,0,0,0,0,1,0,1,0,0
3480,1433.8,70,19.85,0,0,0,1,1,0,0,1,0,0,0
3481,214.55,4,50.7,0,0,0,0,0,0,0,0,0,0,0
3482,865.85,19,45.0,0,0,0,0,0,1,0,0,0,0,0
3483,1358.6,18,77.8,0,0,0,0,0,0,0,0,0,0,0
3484,3147.15,38,83.45,0,1,0,0,0,0,0,0,0,1,0
3485,131.05,2,73.25,0,0,0,1,0,0,0,0,1,0,0
3486,4535.85,47,94.8,0,0,1,0,0,1,0,0,0,1,0
3487,1078.75,52,20.1,0,0,0,0,1,1,0,1,0,0,0
3488,542.4,9,59.9,0,0,0,0,0,0,1,0,0,0,0
3489,2312.55,26,90.1,0,0,1,1,0,0,0,0,0,1,1
3490,415.05,8,51.05,0,0,0,0,0,0,0,0,1,0,0
3491,3250.45,44,70.95,0,0,1,0,0,0,0,0,0,0,1
3492,98.5,3,29.2,1,0,0,0,0,0,1,0,0,0,0
3493,87.9,2,46.6,0,0,0,0,0,1,0,0,0,0,0
3494,754.65,9,85.35,0,0,0,0,0,1,0,0,1,0,0
3495,75.35,1,75.35,0,1,0,0,0,0,0,0,1,0,0
3496,1952.25,25,74.3,0,0,0,0,0,1,0,0,0,1,0
3497,153.8,2,69.3,0,1,0,0,0,0,0,0,0,0,0
3498,3198.6,43,75.2,0,0,0,0,0,0,0,0,1,1,0
3499,20.9,1,20.9,0,0,0,0,1,0,1,0,1,0,0
3500,5610.15,58,94.3,0,0,1,0,0,0,0,0,0,0,0
3501,4519.5,59,76.45,0,0,0,0,0,0,1,1,0,1,1
3502,2440.25,44,54.0,1,0,1,0,0,0,0,0,0,1,0
3503,6860.6,66,104.25,0,0,1,0,0,0,0,0,0,0,1
3504,1377.7,68,19.95,0,0,0,0,1,1,0,1,0,0,0
3505,190.25,9,24.95,1,0,0,0,0,0,0,0,0,0,0
3506,1651.95,19,84.75,0,0,0,0,0,0,0,0,0,1,0
3507,78.3,4,19.75,0,0,0,0,1,0,1,0,0,0,0
3508,7939.25,70,113.65,0,0,0,0,0,1,0,1,0,1,1
3509,44.9,1,44.9,0,0,0,0,0,0,1,0,0,0,0
3510,576.7,8,75.25,0,0,0,0,0,0,0,0,0,0,0
3511,1279.0,53,24.6,0,0,0,0,1,0,1,1,0,0,0
3512,1260.7,51,25.0,0,1,1,0,1,1,0,0,0,0,0
3513,267.35,11,20.95,0,0,0,0,1,1,0,0,0,0,0
3514,6586.85,60,110.6,0,0,0,0,0,0,0,1,0,1,1
3515,934.15,17,55.5,0,0,0,1,0,0,0,0,0,1,0
3516,123.65,3,43.3,0,0,0,0,0,0,0,0,1,0,0
3517,7534.65,70,109.5,0,0,1,0,0,1,0,0,1,1,1
3518,19.45,1,19.45,0,0,0,0,1,0,1,0,0,0,0
3519,3645.6,43,84.85,0,1,0,0,0,0,0,0,0,0,0
3520,314.45,16,19.6,0,0,0,0,1,0,1,0,0,0,0
3521,3053.0,57,53.45,0,0,1,0,0,0,0,0,0,1,0
3522,677.05,37,19.8,0,0,1,1,1,0,0,0,0,0,0
3523,7965.95,72,112.1,0,0,0,1,0,0,0,1,0,1,1
3524,906.85,11,84.8,0,1,0,1,0,0,0,0,1,0,0
3525,4888.7,50,95.05,0,1,0,0,0,0,0,0,1,0,0
3526,237.25,5,50.35,0,1,0,0,0,0,0,0,1,0,0
3527,74.6,1,74.6,0,0,0,0,0,1,0,0,1,0,0
3528,342.4,16,19.7,0,0,0,0,1,0,1,0,1,0,0
3529,140.1,2,74.2,0,1,0,0,0,0,0,0,0,0,0
3530,1108.0,17,69.0,0,0,0,0,0,0,1,0,0,0,1
3531,295.55,16,19.35,0,0,1,1,1,0,0,0,0,0,0
3532,892.65,15,59.45,0,0,0,0,0,0,0,0,1,0,0
3533,198.25,10,19.8,0,0,1,0,1,0,1,0,0,0,0
3534,4822.85,46,105.2,0,0,1,0,0,1,0,0,1,1,1
3535,6741.15,64,109.2,0,0,0,1,0,0,0,1,0,0,1
3536,79.15,1,79.15,0,0,0,0,0,0,1,0,0,0,0
3537,1355.45,25,53.65,0,0,1,0,0,0,1,0,0,0,0
3538,7209.0,71,100.2,0,0,0,1,0,0,0,1,0,1,1
3539,438.4,8,45.15,0,0,0,0,0,0,1,0,1,0,0
3540,7726.35,72,108.65,0,0,0,0,0,1,0,1,0,1,1
3541,2070.75,49,40.65,1,0,0,0,0,1,0,0,0,1,0
3542,1636.95,29,55.35,1,0,1,1,0,0,0,0,0,1,1
3543,7581.5,72,105.6,0,0,0,0,0,1,0,1,0,1,1
3544,3019.5,31,93.8,0,0,0,0,0,0,0,0,1,0,0
3545,4729.75,50,95.7,0,0,0,0,0,0,0,0,0,0,0
3546,6126.1,71,83.2,0,0,0,0,0,0,0,1,0,1,1
3547,6333.4,70,90.05,0,1,0,1,0,0,0,1,0,1,1
3548,6687.85,71,97.65,0,0,1,1,0,0,0,0,0,1,1
3549,4158.25,61,68.05,0,0,0,0,0,1,0,1,0,1,1
3550,3183.4,32,96.2,0,0,0,0,0,0,0,0,1,0,1
3551,79.6,1,79.6,0,0,0,0,0,0,0,0,1,0,0
3552,7149.35,68,102.1,0,0,0,0,0,1,0,1,0,1,0
3553,1429.65,62,23.4,0,0,0,0,1,1,0,1,0,0,0
3554,472.65,7,71.05,0,0,0,0,0,0,0,0,0,0,0
3555,1734.5,20,85.25,0,0,0,0,0,0,0,0,1,0,0
3556,113.5,6,19.45,0,0,1,0,1,0,1,0,0,0,0
3557,1884.65,33,59.45,1,1,0,0,0,1,0,0,0,1,0
3558,2568.15,28,92.2,0,0,1,0,0,1,0,0,0,0,0
3559,470.0,27,19.85,0,0,0,1,1,0,0,1,0,0,0
3560,278.4,7,43.9,0,0,0,0,0,0,1,0,0,0,0
3561,2088.8,26,80.5,0,0,0,0,0,0,0,0,1,0,1
3562,502.6,5,89.8,0,1,0,0,0,0,0,0,1,0,0
3563,2595.85,30,90.5,0,1,0,1,0,0,0,0,0,1,0
3564,5825.5,63,90.45,0,0,1,1,0,0,0,0,0,0,0
3565,50.75,1,50.75,0,0,0,0,0,0,0,0,1,0,0
3566,4449.75,53,84.6,0,0,1,0,0,0,0,0,0,0,1
3567,1208.35,14,89.65,0,0,0,1,0,0,0,0,1,0,1
3568,1956.4,21,99.15,0,0,0,0,0,1,0,0,0,0,1
3569,310.6,17,19.95,0,0,1,0,1,0,1,0,0,0,0
3570,290.55,16,20.5,0,0,0,0,1,0,1,1,0,0,0
3571,2096.1,35,62.1,0,0,0,0,0,0,0,0,0,0,0
3572,2665.0,32,79.5,0,1,0,0,0,0,0,0,0,0,0
